Figure 13 (top-right). Effectiveness of the local search operator.  Convergence in terms of the average percentage improvement achieved in the fitness of the initial ensemble after applying LSA.,Column_2,Column_3,Column_4,Column_5
,,,,
Time(min),S 5 5,V 5 5,S 20 20,V 20 20
324,0.102311627344649,0.0931012846880653,0.140125263760568,0.0536607541427887
325,0.102354914998797,0.093094273391267,0.140159543272827,0.0536697376368452
326,0.102361797258416,0.0930817547472829,0.14018748856071,0.053635614532583
327,0.102335543928762,0.0930972734226505,0.140190147499213,0.0536371091502337
328,0.102326048699478,0.0930850755943856,0.140182498960364,0.0536613548113059
329,0.102332698528197,0.0931371843602224,0.14013337613797,0.0536669660440533
330,0.102430673272956,0.0931837216239011,0.140124840749852,0.0536385505502595
331,0.102500360184196,0.0932217943500707,0.140201701124767,0.053638627482041
332,0.102475416481101,0.0932073278168165,0.140159505197688,0.0536519362806829
333,0.10242606305982,0.0931683834374653,0.140155417014275,0.0536600140476636
334,0.1024027168248,0.0932142089675629,0.140170484420863,0.0536621848248353
335,0.1023985030722,0.0931869478787088,0.14014146630239,0.0536765768644992
336,0.10239347207155,0.0932130975642899,0.140149514094872,0.0536966176803961
337,0.102460786597599,0.093244218068378,0.140120885059232,0.0537162995819165
338,0.102467539828849,0.0932633272132624,0.140113156253337,0.0537240361980514
339,0.102536918820464,0.0932987496426515,0.140195636680612,0.0537277192118823
340,0.102611068767002,0.0933047607499811,0.140227640639382,0.0537232741221788
341,0.102669540996769,0.0932981024597751,0.140196485133023,0.0537484162717096
342,0.102670786329567,0.0932747352461604,0.140156335280511,0.0537096272468917
343,0.102698535406063,0.0933111850057336,0.140186702308294,0.0537041491047249
344,0.102690717289486,0.0933550719091973,0.140168575428334,0.053712121953759
345,0.102705968876655,0.0933848430447093,0.140265892470537,0.0537217984278912
346,0.102752171395299,0.0934409699578139,0.140254974648184,0.0537370734751665
347,0.102823154484843,0.0934676732105656,0.140307014423628,0.0537626138254239
348,0.102829374514512,0.0934369805437829,0.14039774350278,0.0537701502077241
349,0.102893025643444,0.0934843130544978,0.140396523544847,0.053774353681228
350,0.102931526521775,0.0934834644775313,0.140443826658622,0.0537775701764056
351,0.102948454691153,0.0934943448334857,0.1404372301626,0.0538015810828936
352,0.102948389847323,0.093456004025414,0.140460190955562,0.0538295390169354
353,0.102974665665033,0.0934642310824483,0.140480280498575,0.0538323071567696
354,0.102996629402926,0.0934799895844506,0.140546458328345,0.0538577821382111
355,0.103039418436139,0.0934744762303301,0.140550838807526,0.0538396433072469
356,0.103074694249405,0.093485425320333,0.140591291183962,0.0538396368174974
357,0.103098108063108,0.0934502472031348,0.140616903895458,0.0538645905693579
358,0.10316375031706,0.0934731007099387,0.140657300949014,0.0538705633476406
359,0.103159364836664,0.0934469070132823,0.140648023102271,0.0538864901263681
360,0.103169643175086,0.0934638656528244,0.140690820677407,0.0538852925572729
361,0.103173101813652,0.0934947832026663,0.140713562667076,0.0539179805763223
362,0.103226276982877,0.0934790109113867,0.140731234058332,0.0539114688587554
