Figure 13 (top-left). Effectiveness of the local search operator.  Convergence in terms of the average percentage of applications in which the local search operator successfully enhances the initial ensemble.,Column_2,Column_3,Column_4,Column_5
,,,,
Time(min),S 5 5,V 5 5,S 20 20,V 20 20
391,0.360856611164224,0.262427370235068,0.587900385001786,0.528796122721933
392,0.360777606428081,0.262511047069375,0.587597578054306,0.528525458997847
393,0.360774037462672,0.262563765659734,0.587260635221998,0.528308833022066
394,0.360779862718102,0.262577358687764,0.586995613434557,0.528213537709522
395,0.360757951152701,0.262640424282138,0.586757565625123,0.528100675780814
396,0.360761749113628,0.262666235348323,0.586561739085272,0.528026630968129
397,0.360728201179117,0.262727236846314,0.586469712224768,0.527843241691843
398,0.360701141642492,0.262712942243697,0.586178032367339,0.527651044439716
399,0.360677183165395,0.26272206161278,0.586007308287278,0.527418869908096
400,0.360596665866148,0.262740841925082,0.585699928536709,0.527296988060122
401,0.360596886933417,0.262702715453454,0.585411565907802,0.526972842862663
402,0.36063850657184,0.262777482926617,0.585235808166799,0.526798925117058
403,0.360631914207067,0.262768423109265,0.585071238828619,0.526710510020912
404,0.360618541817525,0.262846152554148,0.584960948392779,0.52643314030283
405,0.360616929820229,0.262871530753991,0.584872286359166,0.52620813808817
406,0.3606025825992,0.262820027919089,0.584621922598515,0.525964023732946
407,0.360564673938292,0.262799878515467,0.584434924951356,0.525733126747959
408,0.360543393444032,0.262848638564039,0.584345635616939,0.525669165189196
409,0.360614732526863,0.262850074422217,0.584102021354504,0.525376603249103
410,0.360632534973843,0.262886120953311,0.583796709829602,0.525119092844289
411,0.360565567114743,0.262894117823673,0.583592348082915,0.525004317624478
412,0.360477892704677,0.262903133052948,0.583374502900964,0.52477039630326
413,0.360467633169823,0.262880395015208,0.5831101813245,0.524505434965267
414,0.36049457678196,0.262899148976231,0.582943716217851,0.524333110092513
415,0.360470195484665,0.262878825893499,0.582772050154322,0.52423101162376
416,0.360475192800578,0.262929038532144,0.582451782397564,0.524056422308774
417,0.360424171195141,0.262992344004591,0.582181896654638,0.523849159147958
418,0.360394525896941,0.263021290834401,0.582046142928216,0.523712724755862
419,0.360392627322661,0.263081393729805,0.581874193165252,0.523446208445269
420,0.360440927636696,0.263160126406973,0.581575012312277,0.523267732924631
421,0.360496007799182,0.263143362624218,0.581267875130437,0.523137237401561
422,0.360531155839289,0.263124172248773,0.581098901397821,0.522896498908104
423,0.360544043062739,0.263266874883238,0.580866904412574,0.522633782410544
424,0.360529580860027,0.263275495758904,0.580641794134554,0.52238431633476
425,0.360552625706638,0.263287532229442,0.58041222204538,0.522096780472305
426,0.360587857426555,0.263302074631247,0.580172199698715,0.521846230504199
427,0.360487843704427,0.263341612608225,0.579937182169888,0.521598127095446
428,0.360442826012658,0.263405095894612,0.579665512206012,0.521436478371636
429,0.360436441610496,0.263430629518103,0.579510956754248,0.521330925166339
430,0.360423947257744,0.263463892078278,0.579199027935697,0.521111159948413
431,0.360377818061307,0.263499751610881,0.578891655651641,0.520858763846344
432,0.360289889226534,0.263547987877878,0.578451800015051,0.520593898418151
433,0.360263199268208,0.263594834752582,0.578261422137064,0.52033234793408
434,0.360210403111666,0.263593859975528,0.577939464290073,0.520037567023829
435,0.360222956591821,0.26362570311911,0.577652712246258,0.519812948804316
436,0.360249118227353,0.263630200941644,0.577564796938858,0.519554929166355
437,0.360223156013026,0.26369285301213,0.577151378449626,0.519347655500162
438,0.36019244483979,0.263686984041845,0.576857540030637,0.519169604732218
439,0.360137168865649,0.263698760711069,0.576708438628511,0.518992076175863
440,0.360062315468071,0.26366612722093,0.576504057873821,0.518881134334303
441,0.360104869982542,0.263736280779335,0.576259556192528,0.518724368127445
442,0.360011112345556,0.263761388653819,0.576056660338494,0.518554363658897
443,0.360038591237384,0.263793237641639,0.575832178554963,0.518334542614776
444,0.360074869340648,0.263785806470263,0.575669929069194,0.518129083524046
445,0.36002351856522,0.263773494153819,0.575595335491079,0.518043428097822
446,0.360016488953341,0.263750939372086,0.575399158689444,0.517735330418918
447,0.360073247387394,0.263802414640524,0.575175462491037,0.517512535097521
448,0.360079678241265,0.263841075321223,0.574994814424077,0.517183635739622
449,0.360029103362906,0.263903522555955,0.574749938436179,0.51703096044308
450,0.360064479043697,0.263930621414692,0.574568005713849,0.516820434322075
451,0.360087663954269,0.263936544939645,0.574256502306262,0.516549943784462
452,0.360037786030304,0.263933836474741,0.574124299004816,0.516376367691135
453,0.359941614775154,0.263956535901873,0.573947189746201,0.516182632129648
454,0.359981444191298,0.263969197067001,0.573604967080624,0.51603512121355
455,0.359877310261492,0.263997277234146,0.573359150388414,0.515799744270839
456,0.359913416107761,0.264016845348873,0.573158712128606,0.515611559519443
457,0.359899906148595,0.264032014556479,0.572974631202615,0.515574515353204
458,0.359866600101006,0.264022512082363,0.572814570261566,0.515568245793084
459,0.359902296240281,0.263988115989105,0.572634017936101,0.515422922983195
460,0.359838118165917,0.26401015116594,0.572441645623636,0.515235500515285
461,0.359783276830205,0.264026553357315,0.572341232846406,0.515154236314695
462,0.359770416536956,0.264046751359973,0.5721772696421,0.515008507117371
463,0.35972398871863,0.264115074859964,0.571932191038096,0.514936875094981
464,0.359781981564381,0.26418133550986,0.571738923926205,0.514803703201017
465,0.359790221391158,0.264152681354265,0.571500137303441,0.514628458794942
466,0.35984606747686,0.264196330371529,0.571256810607631,0.514455735139578
467,0.359828009601913,0.264227372441509,0.571014487727282,0.514393781710252
468,0.359850281627334,0.264288581434963,0.570960973686139,0.514155186892174
469,0.359971813115953,0.264251856029155,0.570824531779991,0.513982717925894
470,0.359985910989361,0.264297669621393,0.570603683848876,0.513728966184377
471,0.359923928976737,0.264329300205654,0.570412927321491,0.513516872717718
472,0.359897253335674,0.26436883796572,0.570268395511178,0.513195295940883
473,0.359885298944454,0.264400536011542,0.570034637361827,0.513071580559778
474,0.359906825471156,0.264456791132883,0.569815714217006,0.512826402519542
475,0.359857341472124,0.26445894151425,0.569681541750416,0.512682534240643
476,0.359883192082079,0.264471029864766,0.569339540534015,0.512485679521804
477,0.359940296117956,0.264519200662077,0.569127911058031,0.512277835933975
478,0.359895843204331,0.264549125928243,0.569031216424493,0.512041608508519
479,0.359871723043504,0.264600074146667,0.568747215861185,0.511950820641629
480,0.359871271805014,0.264586797980726,0.568555976181669,0.511775515274364
481,0.359808512076277,0.264647213531501,0.568412339359068,0.511654560760354
482,0.359818814107136,0.264683717165334,0.568239111747329,0.511498833045066
483,0.35985370821843,0.264684077718161,0.568069434361459,0.511302825184252
484,0.35988780760979,0.264658193190114,0.56792472715973,0.511161379611458
485,0.359939460341792,0.264671900614085,0.567777170714897,0.510905258888852
486,0.359898627747881,0.264696089607133,0.567637868816681,0.510618808494461
487,0.359925890472566,0.264662531949376,0.567475911966786,0.510409149276414
488,0.359972551189024,0.264672902201128,0.567356884563517,0.510233566573436
489,0.359950406750263,0.264654832995129,0.567036622430991,0.510123626481797
490,0.359980376417345,0.264738020777022,0.566883969696268,0.509901353367153
491,0.359943541770351,0.264750488856363,0.566794865578693,0.509779738128137
492,0.359901404827018,0.264781016017373,0.566568157159408,0.50964920836264
493,0.359889952418992,0.264741232256435,0.566378642857294,0.509512322792481
494,0.359834105122576,0.264734089686192,0.565991289125037,0.509292432767056
495,0.359824182357007,0.264693596928173,0.565832611494723,0.509162069711787
496,0.359809194834058,0.264701553701151,0.565546374036503,0.508971720965281
497,0.359750508049442,0.264737811551593,0.565420874962296,0.508785575889816
498,0.359799986952096,0.264779270209163,0.565365362347701,0.50858086952892
499,0.359854920277701,0.264777836930481,0.565217999509843,0.508461788590352
500,0.359797918695831,0.264782823719633,0.565071454752029,0.508411366833896
501,0.359710283429479,0.264821353769346,0.564881459901418,0.508326933067875
502,0.359673648911633,0.26483108097594,0.564762928769527,0.508170827276374
503,0.35967787323956,0.264984329395802,0.564566369201473,0.50791764245223
504,0.359686150129299,0.265035434678971,0.564293270076555,0.507676658328337
505,0.35969503340611,0.265037496054723,0.564148139766862,0.507487273794945
506,0.359664599895786,0.264988689187886,0.564067497898088,0.507358590574235
507,0.359650147192115,0.265024149695747,0.563879965003909,0.507351247564423
508,0.359694812737624,0.265068815366894,0.563648103342853,0.507289488413273
509,0.359797021469731,0.26508219934857,0.563567104593525,0.50723660851321
510,0.359771435294963,0.265107714713971,0.563343163469359,0.507076746326135
511,0.35975429522734,0.265172376296112,0.563245290380834,0.506885924921853
512,0.35974386574324,0.265185378979112,0.563093345895812,0.50675283101477
513,0.359791027082688,0.265205691060824,0.562895686823705,0.506619372787679
514,0.359790481492955,0.26526508943137,0.562768126361797,0.506491640457464
515,0.359817196196562,0.265237921026999,0.562587722857098,0.506372507611162
516,0.359922071723251,0.26530608921471,0.562364229838513,0.506404225817728
517,0.359953833890234,0.265369204705733,0.562240124135592,0.506293017834558
518,0.359960431188445,0.265360683001171,0.562124855819535,0.50620442588101
519,0.359950243756471,0.265422915633631,0.561819660565148,0.506036283236339
520,0.359850390977668,0.265434403479762,0.561685427852801,0.505933542642065
521,0.359890126310142,0.265457439951692,0.561537973752423,0.50582198966394
522,0.359937285216364,0.265536406352805,0.561448937990424,0.505719899439196
523,0.359959835467682,0.26556298668763,0.561245443823973,0.505501432897412
524,0.359930704280932,0.26556680789743,0.561134645124802,0.505409183829268
525,0.359904285499188,0.265649144459036,0.56099807644765,0.505224858230821
526,0.359815780452271,0.265661467162216,0.560936880766328,0.505179687253115
527,0.359768615012719,0.265650920138059,0.560764357241904,0.505131197890605
528,0.359710701281224,0.265651854819596,0.56055708199603,0.504935091202801
529,0.359670692655477,0.265641388215934,0.560485331754943,0.504834036749983
530,0.359654938783193,0.26571466062901,0.560214669363403,0.504688684736765
531,0.359649642621765,0.265732218373963,0.560112092205686,0.504577227734847
532,0.359601641475513,0.265759087689106,0.559873450969864,0.504456606716927
533,0.359554273155464,0.26585866325707,0.559705176035332,0.50443546296225
534,0.359544998003064,0.265942105308113,0.559638689494212,0.504266355069035
535,0.35962227027427,0.265956759909364,0.559510060565183,0.504199667203309
536,0.359560894427676,0.265978462228484,0.559341732149926,0.504087340463099
537,0.359571665200198,0.266046061217812,0.559203451594625,0.503908326269027
538,0.359620512680437,0.266100933420967,0.559083709674272,0.503741195916312
539,0.359583211782114,0.266086199686315,0.558943950406546,0.503524294920207
540,0.359594791945361,0.266111138103444,0.558752182457632,0.503418095217383
541,0.359568883908252,0.266157762537599,0.558673399311877,0.503169574583873
542,0.359539069460635,0.266171161740456,0.558475504540991,0.503058607004808
543,0.359534964102421,0.266157383910255,0.558385114333207,0.503075053940965
544,0.359556904373383,0.26615650737794,0.558218284592924,0.503028878511922
545,0.359531440612313,0.26619616264423,0.558161508592482,0.502983482130451
546,0.359480479926498,0.266124133471042,0.557934298870048,0.502837434122616
547,0.359447679523768,0.266142137510751,0.55780064418559,0.502692312219294
548,0.359420276369829,0.266218506267318,0.55765621807136,0.50256231348627
549,0.359403177996385,0.266257363258455,0.557621095425547,0.502486456675643
550,0.359415607352417,0.266274383444005,0.55761343534615,0.502370424436374
551,0.359459292016962,0.266282048486815,0.557511051238207,0.502205488052985
552,0.359490124638013,0.266324646826099,0.557355436830084,0.502037184956139
553,0.359511760727175,0.266353181891736,0.557294270541852,0.501977789520478
554,0.359465373860458,0.266377936688488,0.557243280392267,0.501797065180523
555,0.359454174847337,0.266367919550261,0.557057209070538,0.50166428457829
556,0.359382499053702,0.266405830746657,0.556873694942268,0.501622461139043
557,0.359323708386816,0.266434529200363,0.55669695123603,0.50142842641142
558,0.359295094055492,0.266456308063929,0.556598104173551,0.50130502554787
559,0.359347229828901,0.266451319869256,0.556540516263913,0.501137580547441
560,0.359361348274134,0.266492555901397,0.556442358523573,0.50094031492785
561,0.359280565749141,0.266484638372814,0.556410642255029,0.500885670353457
562,0.359268859836356,0.266487160626096,0.556220592904324,0.500750215875272
563,0.359198987190999,0.266534420194457,0.555992914805872,0.500576715625567
564,0.359131662734046,0.266540193750588,0.555924996806893,0.500463295214951
565,0.359122473209602,0.266587794283085,0.555834985597299,0.500344788183173
566,0.359128130048769,0.266597791989308,0.555794967407966,0.500230994745743
567,0.359138401987365,0.266578504012752,0.555682591201008,0.500112471246841
568,0.359152577700384,0.266554639321932,0.555586930507475,0.500003437257447
569,0.359153559194177,0.266587159376095,0.555438606233901,0.500051333219415
570,0.359135460511727,0.266584224681047,0.555244206504683,0.499857549953099
571,0.359200499986408,0.266591766021037,0.555002084587366,0.499723326364274
572,0.359220343253142,0.26663303153589,0.554853502642757,0.499595736100819
573,0.359225356952027,0.266645390250077,0.55480474270623,0.49940290157105
574,0.359157338967949,0.266658218006468,0.554702467478786,0.499303097023501
575,0.359167852948699,0.266726275874071,0.554568511803415,0.499075952638953
576,0.359220716870625,0.266768143635455,0.554541645383877,0.498991262705136
577,0.359226699275622,0.266817212676078,0.554509996512706,0.498821949888132
578,0.359264812529741,0.266827616439146,0.55438646029625,0.498708298558976
579,0.35931828962,0.266787598767924,0.554253899134957,0.498539351546258
580,0.359366125510471,0.26681039303012,0.55412492075892,0.498394963361907
581,0.359385379422173,0.266816318995164,0.55402681158171,0.498254075846469
582,0.359390718658455,0.266824240991513,0.553868735193173,0.498183350773852
583,0.359391812333232,0.266869355787113,0.553755297432926,0.498006262751263
584,0.359382756999058,0.26681807213105,0.553634149608265,0.49790353633656
585,0.359324659448288,0.266837765730421,0.553430561217808,0.497736904932399
586,0.359276465381147,0.266828562259283,0.553334001322645,0.497591692119007
587,0.359274069392486,0.266781050218336,0.553291408008737,0.497482925708629
588,0.359233023772452,0.266765465252131,0.553092653781355,0.497347016253701
589,0.359256334498394,0.266837831213535,0.552999742223866,0.497259920066814
590,0.359245500168583,0.266817615959681,0.552919025858519,0.497145002094536
591,0.359152869499019,0.266866686480753,0.552880860058432,0.497111535132741
592,0.359211709997412,0.26690534808906,0.552820615575564,0.497077205872443
593,0.35922342487317,0.266936294947511,0.552686179295572,0.49701415895672
594,0.359208270733386,0.266943197389479,0.552623530973025,0.49687965233996
595,0.359269811633988,0.26695501369794,0.552487694381092,0.496748672127463
596,0.359229062033381,0.266945421561956,0.552383187199906,0.496596450688704
597,0.359198913763231,0.266912918296585,0.552279528034835,0.496392701722159
598,0.359223087400708,0.26692111883895,0.552175973818647,0.496191408078311
599,0.359228290246771,0.266935509899735,0.55212424345934,0.496054893486313
600,0.359197194282273,0.266920991788671,0.552042594739727,0.496018170584969
601,0.35924860560143,0.266972990695138,0.55190834201041,0.495947595586057
602,0.359259525928615,0.266962796744427,0.551811412552058,0.495773083664886
603,0.35924147595205,0.266999450610686,0.551707230931325,0.495725625664439
604,0.359330289034246,0.267007969999725,0.551609452626856,0.495638413031438
605,0.359289900464296,0.267048149777452,0.551515892939706,0.495530060440047
606,0.359281904517737,0.26707387260107,0.55134736092927,0.495497366499583
607,0.359260785095976,0.267085439453029,0.551203123791952,0.495357499273239
608,0.359275737655147,0.267140996118287,0.551183970241864,0.495254707499224
609,0.359275085639617,0.267163295404725,0.551059897510297,0.495082385117388
610,0.359245914398166,0.267143540196262,0.550947045392906,0.494977525936709
611,0.35931457903774,0.267184192210692,0.55078238829007,0.494863904975565
612,0.359306417267969,0.2671796691642,0.550721663115799,0.494840097591869
613,0.359353426291176,0.267200253526651,0.550540335066799,0.494715213107125
614,0.359377241401478,0.267245427496435,0.550304389400538,0.494614985648065
615,0.359363711411763,0.267264814114663,0.550142503261084,0.494548812219206
616,0.359390695688241,0.267269779860793,0.550007984031478,0.494464830680846
617,0.359350462368587,0.267284192764339,0.549857864677377,0.49431716398623
618,0.35939457421791,0.267295480486835,0.549743722403123,0.494263755243918
619,0.359408724068996,0.267283736637696,0.549622897756067,0.494180050530114
620,0.359471128191092,0.267344457280782,0.549476169363443,0.494080989106938
621,0.359506939976596,0.26741452389274,0.549409677949196,0.493969579842877
622,0.359536380020318,0.267434270626455,0.549291480738965,0.493833110216724
623,0.359517991406993,0.267462667875093,0.549195503647494,0.493736399248007
624,0.359531766954802,0.267522193303139,0.549165149818348,0.493712228138745
625,0.359608682821493,0.267571587076689,0.549092033031317,0.493703457616352
626,0.359628610536682,0.267608833160783,0.548925507727509,0.493582667609949
627,0.359598552765908,0.267621083289022,0.548909464052866,0.493487889367289
628,0.35962618106412,0.267638685883331,0.548752050372648,0.493348331595263
629,0.35960311798866,0.267584309568145,0.548634462552164,0.493272285352826
630,0.359575181243294,0.267588697655967,0.548559036658279,0.493267334716684
631,0.3596116431704,0.267573318781271,0.54844324302146,0.493187755061217
632,0.359610076244529,0.267574281267671,0.548400993439236,0.493066037006359
633,0.359622552777842,0.267654093786817,0.548378961621836,0.493007084776956
634,0.359601128434402,0.267691896435469,0.548314139917084,0.492880762577904
635,0.359595503603817,0.267673533385652,0.548290916054599,0.492717326986643
636,0.359612743147525,0.267683803351133,0.548134563021844,0.492642823804546
637,0.359583306749967,0.267720339957957,0.547992025138765,0.492647807393681
638,0.359552487410597,0.267747974075594,0.547865530509791,0.492545077444644
639,0.359546249217554,0.267813609887824,0.547801509794793,0.492351575616763
640,0.359552477874125,0.267847908510405,0.547803030035261,0.492227705470822
641,0.359519769400512,0.267835617971626,0.547729030531741,0.492130073548377
642,0.359488276848418,0.267889449575928,0.547728845771935,0.492088722943227
643,0.359464572178792,0.267890376431892,0.547642585739496,0.49208982000872
644,0.359407683138426,0.267945830766963,0.547629679434944,0.492061367424731
645,0.359474051224858,0.267975889123842,0.547603519658863,0.491985908656973
646,0.35944962528452,0.268013440215066,0.547469812912945,0.491823022803402
647,0.359427143412599,0.268023767781424,0.547408295981163,0.491779288966221
648,0.359444694401847,0.268052308391189,0.547410926709915,0.491643033128932
649,0.359444556761236,0.268078444176458,0.547273078542814,0.491553159664885
650,0.359440641840329,0.268074335149997,0.547215814235782,0.491492865687574
651,0.359455423346926,0.268060606521463,0.547112980696119,0.491295163014324
652,0.359494315501477,0.268026610227265,0.547072549674492,0.491303152317711
653,0.359482825565937,0.267985454110949,0.546837536229754,0.491115927392823
654,0.359489716069214,0.267973433819427,0.546783311195465,0.491037096634564
655,0.359464662817372,0.267969922491611,0.546659182968036,0.490891338231638
656,0.359424983405418,0.267997943648259,0.546635240986214,0.490694233788468
657,0.359371334157874,0.268038173764925,0.546536498133395,0.490557786434786
658,0.359362534949094,0.268060454917878,0.546346752852492,0.490549339561271
659,0.35931914686081,0.268046265334983,0.546318134365074,0.490448347541103
660,0.359324147676287,0.268046083063933,0.54619026010124,0.490388383093183
661,0.35933813533394,0.268092776626927,0.546136741715212,0.490276425293799
662,0.359267921130435,0.268122656168285,0.546126910052864,0.490187890869416
663,0.35930733411198,0.268164856963612,0.546054621370417,0.490134136277285
664,0.359331067553357,0.268154984040515,0.546001561102215,0.490081483116596
665,0.359346201071936,0.268144259094603,0.545881429195431,0.490019266040126
666,0.359315921616689,0.268155318308945,0.545781459055653,0.489940384449853
667,0.359269576294628,0.26819888657737,0.545658540114023,0.489889787939223
668,0.359268136994892,0.268256653436586,0.545649161863406,0.48980479404322
669,0.359247669243913,0.268254176844682,0.545593559203973,0.489724886362458
670,0.359226665438892,0.268254138296674,0.545586231691629,0.489623781190977
671,0.359228009510675,0.268277075022224,0.545582670431375,0.4895495528898
672,0.359210371327223,0.268292862090509,0.545509337256688,0.48952684019842
673,0.359270949995739,0.268306553594645,0.545409768281126,0.489370555994148
674,0.359232856307279,0.26834826168878,0.545243892324603,0.489315346025154
675,0.35921997608886,0.268371548154055,0.545101914858555,0.489294029615386
676,0.359223497969257,0.268378969477123,0.544983197791005,0.48920909810902
677,0.359243571094445,0.268351610682241,0.544927320392736,0.489168059743103
678,0.359259460568412,0.268366705312193,0.544898923548033,0.489017760918121
679,0.359239469170256,0.268385501857527,0.544854846017106,0.488955966582421
680,0.359256763541671,0.268385563112032,0.544772870548082,0.488899152771248
681,0.359217638701357,0.268421073686577,0.544676815751672,0.488812298609888
682,0.359223836191778,0.268411221740491,0.544573879441081,0.488766737823005
683,0.359223884570747,0.268449526993086,0.54450860760332,0.48878710589184
684,0.35917541459292,0.268477656636319,0.544431148226901,0.48873067262853
685,0.359155685946155,0.26848787620009,0.544347391509259,0.488609884619153
686,0.359157065751033,0.268466162718832,0.544208466073556,0.488459789823743
687,0.359179635392802,0.268430026507262,0.544134814317551,0.488321486536795
688,0.359217044717199,0.268456883139921,0.544079349161329,0.488177093775725
689,0.359215072539831,0.268458764758766,0.544120936906181,0.488100627631397
690,0.359226572407045,0.268493193910349,0.544041343967036,0.487992899496699
691,0.359172786709434,0.268475806206545,0.544002876725216,0.487857774685854
692,0.359165985300473,0.268485285190063,0.543909218920788,0.48769026522467
693,0.359174011829882,0.268469780244371,0.543831497274251,0.487624195115404
694,0.359145369208547,0.268492070063403,0.543760218465586,0.487557394716114
695,0.359140158339821,0.268480917997162,0.543657440777191,0.487482426217995
696,0.359136931505864,0.268527029655836,0.543573778162452,0.487321859735327
697,0.3591620518142,0.268565597705321,0.543380492541864,0.487193245861518
698,0.359188933097909,0.268585384086205,0.54326451061132,0.487129792267029
699,0.359179945795072,0.268567945319679,0.543184969462549,0.487072809970083
700,0.359135204532073,0.268608165081961,0.543100745057043,0.486937874001227
701,0.359072018491469,0.268627477859337,0.543042768191474,0.486749313103932
702,0.359109215131797,0.268676617490572,0.542930978751515,0.486642400452828
703,0.359172834611925,0.268658355561795,0.542801731275552,0.48655343161753
704,0.359140392268014,0.268703627983601,0.542715504063163,0.48656982283137
705,0.35917762200498,0.268745652726328,0.542596992420157,0.486496094372881
706,0.359207601847407,0.268780516973556,0.542495949510028,0.486499867432806
707,0.359214357169907,0.268774282291271,0.542378589855381,0.486428810755669
708,0.359210541575019,0.268797678938588,0.542337206309151,0.486339183293694
709,0.359219451477959,0.268810411064191,0.542230098698027,0.486289235106401
710,0.359209124033791,0.268831086143833,0.542183667266782,0.486209201357894
711,0.359161433558773,0.268849698416909,0.542119941061052,0.486048771674131
712,0.359143640391549,0.26885626840358,0.542016274121969,0.485911545746057
713,0.359203445183791,0.268900877964014,0.5419776838654,0.485841179399474
714,0.359292724464423,0.268949152276669,0.541904679385373,0.485757590693842
715,0.35926769309747,0.268964280716522,0.541888099639118,0.485672286836258
716,0.359234093883276,0.26894066303954,0.5417963384631,0.485594538493802
717,0.359216842367465,0.268941551238554,0.54177781794096,0.485470473168929
718,0.359272005507159,0.268956695634022,0.541679381173005,0.485371947880876
719,0.35926773038149,0.269005463898296,0.541584907006147,0.485398954083754
720,0.359213497463913,0.2690148610689,0.541501549337782,0.485334851288936
721,0.359234165473567,0.269045097615503,0.541396061184538,0.485243713072669
722,0.35918385982383,0.269031280795553,0.541250279434586,0.485177593139459
723,0.359246484057321,0.269060117716964,0.541217484771506,0.48509178957221
724,0.359230713059401,0.269114014654124,0.541151351663854,0.485105915740503
725,0.359173672818836,0.269137348674111,0.541106449920427,0.485033249382763
726,0.359201155101134,0.269098208596371,0.541090528002445,0.48495086424453
727,0.359243749319042,0.269077656303325,0.540959316836086,0.484769865357019
728,0.359248563408442,0.269064850403262,0.540897964512797,0.484758307225008
729,0.359293303944152,0.269066743596384,0.540897748241857,0.484663685013189
730,0.359259619800438,0.269088851737089,0.540856792014405,0.484589352689526
731,0.35927371179677,0.269112223911732,0.540736638801533,0.484462375898634
732,0.359271683676585,0.269107477810925,0.540677702139084,0.484387025613672
733,0.359249862053463,0.269131970171968,0.540584075976514,0.484358152161886
734,0.35929891484462,0.269164373609062,0.540520207189154,0.48430371339931
735,0.359285006624889,0.269169454004855,0.540498394823125,0.484176786674742
736,0.359214638356566,0.269208903557355,0.540472169270676,0.484082216622606
737,0.359181284327134,0.269231922235815,0.540469365250593,0.48401788011307
738,0.359161190337826,0.269289334785945,0.540422172412146,0.483839432732157
739,0.359190115951548,0.26929991951482,0.540371846267369,0.483708389340195
740,0.359176887067684,0.269293592454888,0.540294209637511,0.48371253504075
741,0.359185158115837,0.269287909625007,0.540209565879876,0.483635506556854
742,0.359177764266478,0.269276765003393,0.5401305903745,0.483502626759038
743,0.359154096943418,0.269302652705527,0.540069070494723,0.483428576075187
744,0.359178835633933,0.269310568304935,0.540002091976248,0.483361559108052
745,0.359205154751995,0.269308668587764,0.539997606954531,0.483301360899509
746,0.359197249486982,0.269307977799379,0.539859336419636,0.483209321235096
747,0.359177962198406,0.269327611817872,0.539744173398041,0.48322244565431
748,0.359214706365598,0.269331935482512,0.539636935262472,0.48310854695494
749,0.359213418795111,0.269372407549448,0.539522346642337,0.483030502725778
750,0.359247745598201,0.269348575127161,0.539378193655522,0.482995143822116
751,0.35924520255386,0.269388334897355,0.539264797621906,0.482942711713808
752,0.359225038458904,0.269451088226667,0.539143132433334,0.482814503618924
753,0.359265432497655,0.269480987586167,0.539062424488221,0.482735773882617
754,0.359230278932189,0.269522529456153,0.539008471817272,0.482650842427645
755,0.359210969515763,0.269509006208665,0.538906747477602,0.482589256214257
756,0.359168235035748,0.269523563154379,0.538835619553561,0.482487053139224
757,0.359147849540311,0.269500721869041,0.538801603371719,0.482472309561781
758,0.359155012249664,0.269542798831877,0.538759699336168,0.482416444179026
759,0.359174026492039,0.26955911897679,0.538713283545312,0.482420213721969
760,0.359153960504113,0.269565832877653,0.538597555062951,0.482344084142453
761,0.359152881447869,0.269590015770798,0.538519520331223,0.482277585285559
762,0.359197274584911,0.269619009674202,0.538513902095772,0.482223775433268
763,0.359152079278174,0.26964980598078,0.538342485863757,0.482112363138768
764,0.359155164709934,0.269644069729439,0.538349492760809,0.482029131472054
765,0.359192102006533,0.269664416430717,0.538325595790588,0.481972778210077
766,0.359189085508689,0.26967065453823,0.538257782329927,0.481876443013236
767,0.359209492487932,0.269683106097324,0.538202848452569,0.481784781959847
768,0.359214615755514,0.26970128743113,0.53820810305075,0.481733373449179
769,0.359221664172108,0.269741488634455,0.538139209620139,0.481640706871512
770,0.359226259460982,0.269741013174131,0.538044092350345,0.481560281335356
771,0.359222768818591,0.26977203286054,0.537945304169643,0.481441899485898
772,0.359263146657947,0.269782140737555,0.537787158714002,0.481392728768797
773,0.359283488945378,0.269753599679456,0.537731269207839,0.481348108842722
774,0.359300035238711,0.269693069803356,0.537683391308467,0.481311994886691
775,0.359348114417935,0.269727504047528,0.537711755650954,0.481344263636905
776,0.359323560844416,0.269751178189623,0.53768182816568,0.481321999565417
777,0.359319056139397,0.269760004870722,0.537603404096489,0.481216697250436
778,0.359312605089186,0.269737422139565,0.537508650135188,0.481145593933841
779,0.359343474843617,0.269778274577153,0.537458912922378,0.481103634169464
780,0.359377753730661,0.269810019787235,0.537330348373113,0.481012659774299
781,0.359358863627315,0.269802770953393,0.537160033092863,0.480931470777351
782,0.359369808845527,0.269840263828667,0.537114210298867,0.480871646976382
783,0.359385205059032,0.269861835009375,0.537028629027014,0.480840754738634
784,0.359387422532993,0.269856142125943,0.536931847600563,0.480761074443137
785,0.359387297684043,0.269889057970207,0.536838225238274,0.480714842766116
786,0.359432049389437,0.269900812469814,0.536767476635093,0.480663266071265
787,0.359466335175092,0.2698804322707,0.536693225815238,0.480553436489351
788,0.359459457119328,0.269888187089125,0.536658576918426,0.480599360906377
789,0.359455252211707,0.269902171253973,0.536514559252866,0.480555121964397
790,0.359433117695739,0.26988813185528,0.536418415983492,0.480480615449048
791,0.359473754527647,0.269908650162845,0.536370390080039,0.480445586428652
792,0.359485620716698,0.269906129910787,0.536345157577426,0.480327881893153
793,0.359489675916538,0.269903394571758,0.536268280936618,0.480208724013829
794,0.359474557589315,0.269894818006284,0.536277126885782,0.480129372335113
795,0.35943448985477,0.269920574500137,0.536208388983719,0.48000876576713
796,0.359450853340711,0.269997718497096,0.536092652889353,0.479967104805239
797,0.359437460337831,0.270012556805883,0.536035460708768,0.47990761530135
798,0.359424345021226,0.270037707977248,0.536028180303866,0.479840558932878
