Time(min),GP,S 5 5,V 5 5,S 20 20,V 20 20
83,60064.4117330091,57281.6433831872,69791.5633422657,56416.1239703413,60467.7069721494
84,59985.0063590527,57256.6264473024,69777.332537255,56298.3422533161,60630.7147784547
85,60009.6419807942,57250.9224193011,69725.2585550719,56327.5067211956,60525.6054562062
86,60034.7152334393,56897.70444531,69785.6480817925,56159.6714816924,60512.1793809868
87,59996.7179033233,57210.5671138133,69733.0810541942,56329.3733984883,60517.7157152666
88,59932.9957815423,57205.8838550397,69773.0506138116,56323.2962177317,60127.1195398447
89,59915.64844389,57204.5700601292,69744.4687525668,56416.4884733776,59996.6957268049
90,59881.0836392916,57195.7924843818,69703.4503845318,56436.2678851301,60039.5807229904
91,59725.622291891,57203.4626498022,69758.7785012783,56308.8156548595,60087.2871082398
92,59710.9156497567,57196.1416638079,69743.8772185579,56212.1510297175,59917.7099943288
93,59658.0968839778,57195.3950535021,69773.7691199217,56381.6653938931,59874.1044138017
94,59734.890029652,57196.5481137972,69631.4257157016,56353.8707071384,59572.5119438689
95,59620.3624659712,57185.9638793904,69657.9585983896,56340.8302754872,59519.432534779
96,59491.015754404,57087.4107599624,69648.0845096608,56324.6152502847,59884.1881372395
97,59632.487232844,57263.7498580394,69651.1527171521,56025.9439210958,59405.3128126325
98,59622.1490528264,57254.9667874099,69646.5776840203,55917.635267106,59530.6705965612
99,59588.3193653033,57243.7325637894,69635.5037864367,55839.2550434198,59275.4956937026
100,59646.7262052208,57227.0685591412,69622.2130961793,55847.2761635599,58873.3466924699
101,59582.4172522717,57226.0526281722,69599.2487201769,55828.3250196961,58807.1513356246
102,59645.3212170628,57238.8871977959,69363.2808091923,55465.9333700355,58655.2155156298
103,59686.3412666343,57219.6350691944,69376.0206726012,55435.3546928914,58671.6930187392
104,59672.7505296804,57199.2710212493,69248.6549785969,55328.6183189066,58897.8664104595
105,59620.4950018774,57181.1070030919,69249.0778676529,55308.0017386692,58831.1011449395
106,59678.9241591394,57157.2641742288,69236.5179995595,55188.1902172569,58771.6963955791
107,59642.8122759218,57042.3338682564,69225.7282528775,55240.2722363616,58702.9181305788
108,59709.4762072958,57051.0188334216,69247.3044457277,55259.4654666635,58538.0860620769
109,59908.2603723945,57045.9335531664,69185.516824019,55312.2351921106,58645.7026582999
110,59899.305762813,57038.5369329412,69161.2387244501,55285.5934724603,58590.687632062
111,59834.265059614,57100.6206732621,69163.2544268397,55156.367173532,58509.0035097165
112,59814.0225578583,57028.1999109802,69163.2713617887,55154.6940194657,58370.2268955764
113,59810.4589883697,57021.746444368,69161.7928268277,55121.3135082495,58107.3196079857
114,59741.8546953445,57019.3885370915,69165.0058565564,55241.0435005252,58458.6617076294
115,59741.8546953445,57112.1699866524,69101.1621866026,55227.8696066655,58453.4593546906
116,59673.1774039339,57082.444893756,68398.5719832559,55262.5624100229,58518.8392088102
117,59681.5245430479,57075.1271209617,68445.6726646849,55251.1762594904,58400.4003134801
118,59695.4534118371,56946.5151182612,68375.1960581135,55301.605526641,58414.6902533289
119,59715.7050028586,56933.0792591432,68365.012283501,55246.1832929645,58284.2017612897
120,59700.1112940868,56925.0124642298,68265.1999962633,55219.953899032,58317.2945380838
121,59657.0624891221,56961.5708278645,68192.1321812557,55216.5707166712,58346.042236512
122,59713.9332536953,56957.8195391886,68176.5395376974,55157.7755932157,58310.2727123875
123,59568.2480815162,56953.5273905551,68168.526744392,55044.3681661024,58390.2459355646
124,59502.8441926952,56922.3953140079,68156.1179651836,55116.0533933991,58259.10695607
125,59572.0952415349,56919.7498084992,68133.6347630416,55164.1703557516,58149.4165344801
126,59496.5743491208,56895.4009526155,68139.0716473045,55132.1708544543,58128.8101015612
127,59499.4742323316,56886.4001578816,68158.0910332142,55036.9257794776,58027.8335701781
128,59499.0438630672,56868.2108142192,68077.0525768379,55111.2785614028,57779.5314704729
129,59439.9659556625,56863.2789568248,68092.442312061,55049.7975914247,57687.295203927
130,59442.3231249588,56902.0250655328,68063.0323482795,55036.4913545072,57679.1222687498
131,59403.8682937183,56893.1691657988,68007.1466620807,54899.6388938408,57617.028384823
132,59403.101747546,56898.4671034085,68014.4071200259,54897.6260369506,57624.8788707128
133,59354.5456075136,56906.8284042511,68020.2144600715,54878.8110805698,57587.1575180254
134,59354.5456075136,56906.8284042511,68019.5152909429,54840.9612273119,57591.847466156
135,59351.8618657029,56908.0572417336,68003.9236819926,54794.7245024378,57523.9683442389
136,59345.0507702588,56880.4288975348,67975.969584832,54853.3492378316,57531.4244686941
137,59286.2112433646,56870.7073359022,67978.8283851955,54891.5364256865,57467.2614982603
138,59286.5245156967,56853.1935491523,67993.9817856247,54804.2293030105,57324.9791728073
139,59308.6727268089,56848.363565757,67961.3824412649,54768.3767634872,57278.5632874659
140,59316.9930178689,56847.7062662027,67986.7025842382,54768.3767634872,57192.5248312645
141,59326.8540996456,56825.1978631788,67974.6159733232,54762.1281267785,57326.8713167098
142,59333.9895853988,56822.1114418024,67972.9711145135,54715.1314100223,57425.5273465461
143,59306.7821944695,56822.1114418024,67948.5743903516,54678.1408547013,57401.9180295639
144,59290.4089870669,57426.9491167875,67921.6562126759,54707.1991941419,57324.5186047928
145,59189.9110494841,57424.1260671753,67915.4217712377,54733.5160415625,57317.6333176476
146,59196.2800070312,57375.5111561572,67907.5751531036,54716.8305682971,57386.823438298
147,59202.7450450844,57348.9804368514,67899.1153279308,54715.7310591391,57075.4043571061
148,59198.346114929,57347.7806213533,67910.0507098139,54790.9953835823,57008.1443967109
149,59196.5385241952,57347.240817434,67927.9289912378,54780.4115881506,57038.2750147039
150,59217.3625920488,57342.9424468183,67927.1452424149,54663.3279251296,57038.2750147039
151,59217.3625920488,57108.2498334354,67935.8300480979,54652.206613324,57124.3169730837
152,59220.8694757673,57355.9846972609,67927.2043047264,54672.2346656155,57071.1777002339
153,59174.9023755475,57005.0400062586,67916.6448267774,54673.2328488004,56993.8566994968
154,59143.9459230741,57007.4768897167,67914.4559503742,54681.9687886828,57063.8445174054
155,59211.8156731304,56996.6719871634,67908.5831207795,54698.8073984461,57063.8445174054
156,59210.4700149564,56994.1684793263,67914.2776787436,54690.1597837143,57125.6178055369
157,59115.8098278499,57030.5398792527,67909.9157483117,54613.9185691262,57140.6988950313
158,59138.5991652301,56989.6574488701,67903.9251815862,54535.6806559401,57207.8063466564
159,59038.5074678623,56940.4507472806,67882.2283295318,54533.9513247582,57125.3105285342
160,59076.6530794253,56932.7278609162,67878.7388639316,54578.0932529971,57081.5487412904
161,59066.7727144097,56916.452925458,67878.119890082,54566.4142001036,57024.3847896733
162,59031.6975324813,56955.6863737602,67876.9706582218,54564.6283019965,57023.3778192244
163,59035.471971081,56946.6895494375,67889.5853869942,54560.1474820274,57019.9272894224
164,59063.9629016496,56937.8646028082,67902.0689192288,54462.3566847454,56966.7184911513
165,59009.2678512974,56989.0150981551,67902.0689192288,54510.1087265875,57088.7654938246
166,58994.9197463292,56975.9007769337,67856.0500656819,54518.9137866229,57168.1849827811
167,59019.2416319585,56974.6720022806,67830.8508050005,54584.2959617861,57104.4868730635
168,59005.4511471684,56915.6276797785,67838.7941393908,54569.3823473507,56999.1237420519
169,59004.2557882191,56910.0291542056,67843.0694051258,54519.5987564678,56958.8681090996
170,58945.4974044206,56859.9129421629,67843.0694051258,54555.6302148304,56995.6567229097
171,58915.5943777314,56860.9629417339,67806.0078442265,54475.7539944508,56880.7049180822
172,58915.0418885788,56849.7719098663,67815.4129578512,54467.7591352778,56861.0396824018
173,58915.0418885788,56858.5772330304,67810.1631645962,54467.7591352778,56832.942488833
174,58929.2729546334,56857.7445238939,67804.1282583935,54467.7591352778,56889.5885306761
175,58916.3511619073,56856.6559927872,67804.1282583935,54500.8960503418,56859.1313499136
176,58910.9001317815,56856.6559927872,67789.6136829325,54463.4261973529,56917.9526129398
177,58897.8237179932,56854.449856088,67775.4774364127,54509.194310067,56935.738725512
178,58926.4962560638,56831.3685717376,67762.3444323664,54525.7004975349,56902.2334834824
179,58990.3311213036,56829.6888717473,67682.7961818928,54556.4671146444,56891.6282071362
180,59005.38563826,56812.6823767041,67674.4264460336,54566.7013770106,56857.1705974434
181,59004.3444195528,56810.0234443894,67665.4550412221,54566.7013770106,56857.7795100139
182,59051.133738356,56802.2181847785,67664.6012585931,54568.0231388517,56794.3838581244
183,59060.0121094845,56796.4649223829,67661.8793342953,54563.5592941652,56833.0257236373
184,59060.0121094845,56795.1890646128,67630.7117953089,54557.5010276168,57056.6901557042
185,59058.6287206688,56790.5787364432,67629.4851137178,54557.5010276168,56849.9937007493
186,59052.9801288118,56792.4200537899,67626.5582448213,54576.1549787817,56903.4945899492
187,59037.9667985758,56792.4200537899,67605.5749639751,54566.9971635465,56893.1963761002
188,59044.4693443892,56787.8936381492,67605.5749639751,54561.2943032558,56885.3124830646
189,59049.7371769793,56787.3217842631,67837.7252528976,54555.8731244201,56902.8156178287
190,59048.4781572757,56779.671356522,67831.7262723598,54578.9352140586,56895.3021540093
191,59048.4781572757,56824.725928055,67812.4942620292,54570.0772405802,56848.5890750527
192,59035.582838563,56733.1568758506,67809.0924937679,54570.0772405802,56809.9025291213
193,58815.6747943417,56731.5525493205,67807.0073347545,54566.5742487988,56812.4317686131
194,58813.829102559,56732.5895622793,67807.0073347545,54571.1875882001,56832.2304358491
195,58810.5690437082,56732.5895622793,67605.0992476467,54571.1875882001,56826.2554207602
196,58818.6955116141,56732.5895622793,67675.6605879619,54522.1547750565,56821.074427776
197,58813.9691720377,56729.2339150253,67634.8609261702,54511.7184673811,56824.2251834453
198,58856.6004942706,56728.9483162792,67632.6172588024,54506.9437102498,56846.5847053121
199,58855.0067521165,56726.0790251672,67635.7766460068,54449.0228297794,56853.8394159778
200,58855.0067521165,56717.5815732671,67647.6575275526,54431.123596424,56808.6124547736
201,58848.6413675281,56712.3889824453,67647.6575275526,54422.2786396912,56823.9592719125
202,58834.7306007284,56702.9962825342,67600.5012412457,54448.443901602,56823.6891829844
203,58834.7306007284,56686.1188892695,67614.076481905,54414.0093190581,56815.2516692369
204,58822.5388816125,56685.9209450926,67609.1229003037,54392.4540663749,56789.4771694153
205,58834.9576224696,56695.7214023342,67614.8664846009,54333.7164081863,56803.7198320248
206,58936.9322491315,56692.586352268,67612.9751505592,54375.7209227671,56759.4839891196
207,58922.1676162923,56698.2357143918,67612.3336132758,54364.1927794733,56743.5349131705
208,58901.1362959633,56689.9880479051,67612.0797637526,54359.6935719287,56736.3156039779
209,58901.1362959633,56688.4535942057,67612.0797637526,54371.6776394191,56718.7682869114
210,58928.2259645584,56682.1645958259,67611.9789627239,54372.1885768432,56730.1101107548
211,58928.2259645584,56683.2810554834,67611.9789627239,54315.3747862156,56695.8067001108
212,58847.8766370803,56670.5699191274,67604.8171916416,54306.5600367467,56695.0519832732
213,58847.8766370803,56569.767397467,67602.0443312854,54399.1231092915,56629.9694870096
214,58850.9833088197,56571.7179171668,67598.0717333234,54401.5942667461,56656.1774713097
215,58852.2890158441,56566.2079729384,67597.7204292148,54375.4903661179,56556.7831821322
216,58894.9032958554,56587.5412352526,67596.5240398139,54292.3692904628,56286.8539141373
217,58894.9032958554,56579.3717370066,67586.9530845177,54261.6646812484,56256.1106138467
218,58915.2781271715,56553.1046861392,67595.7985460952,54264.189806661,56221.7362121757
219,59023.7200130715,56562.8431439725,67592.484025248,54261.8377890688,56226.3770260989
220,58997.6394504445,56584.9621872608,67592.484025248,54253.9561761543,56226.3770260989
221,58991.9408572272,56549.9643734007,67594.1618626692,54319.7692865119,56268.0606329662
222,58985.1297498716,56529.425298388,67593.7950219577,54313.6822275301,56258.0458130246
223,59007.8652062099,56522.0053611017,67589.7505893586,54307.4177148988,56238.8132360118
224,59000.1827827977,56526.6106431222,67589.7505893586,54311.1015774232,56239.1880872958
225,58995.6642165015,56537.3760718197,67582.1072289563,54293.6368649791,56204.7521728344
226,58995.6642165015,56520.3639581159,67578.5164327043,54288.4795709435,56189.0844589165
227,58984.8114227655,56502.3177012258,67573.8704946725,54274.7198527809,56198.6945730139
228,58985.1964651126,56493.7296526491,67568.0015962608,54273.987321948,56192.4785925959
229,58985.1964651126,56489.2734101306,67567.2809295705,54251.0797374939,56239.3334154865
230,58994.1160011295,56482.578349693,67563.223886836,54240.6940218052,56244.9159699547
231,58996.1633734517,56478.4655319439,67561.8046255063,54234.9456180027,56244.9159699547
232,58987.2059250787,56481.6021972034,67558.7224249512,54248.1019278804,56241.9247577691
233,58986.719086605,56479.299860545,67556.9636175636,54284.7750999719,56406.2344244702
234,58986.719086605,56478.3755683753,67547.4672335375,54278.9361895627,56352.2588680556
235,58978.989936059,56443.3690711756,67549.5837847798,54277.8036330339,56356.5555753257
236,58938.5177391349,56500.5036429882,67556.0721462985,54265.0604564636,56322.1728936068
237,58932.8359642178,56489.1033069593,67549.0298751536,54261.4885723247,56301.5400193581
238,58932.4882160671,56492.711612664,67546.9961885293,54304.4719734863,56345.4929068857
239,58932.4882160671,56497.9606264688,67546.0869497444,54310.6524589614,56320.871704316
240,58930.0065256085,56498.7272709529,67545.133219584,54306.0345765808,56337.5702150242
241,58930.1913238715,56516.369479975,67547.2993979048,54304.6913733673,56338.327580336
242,58927.7711402177,56514.3990346811,67543.2780969898,54304.1660085946,56353.4853997724
243,58926.3898121623,56525.427658055,67542.5767205273,54263.9660050354,56362.9795306232
244,58926.3898121623,56506.9653614521,67549.7324938356,54260.4196652193,56342.7224903104
245,58921.9943654752,56506.1265589363,67549.7324938356,54258.3522933621,56334.1603088946
246,58921.9943654752,56509.6250912595,67543.3126118572,54257.6499485583,56294.8932282958
247,58931.6892017867,56490.916714834,67540.9322511817,54260.573282144,56310.3818565911
248,58928.6543600118,56486.3524630134,67536.9409562764,54262.638006754,56291.2954833587
249,58930.7103097212,56465.2560806884,67533.7293227581,54262.4797873341,56269.4106891537
250,58930.7103097212,56465.2560806884,67532.6688338022,54281.4872009953,56260.9194716428
251,58930.3148830261,56480.3800731078,67534.0969647292,54341.2347583559,56242.3291644744
252,58923.8123926244,56480.926145939,67524.8441052905,54338.2755029021,56198.2284310592
253,58923.8123926244,56455.6279156774,67487.8341179338,54301.8098162282,56196.7417115588
254,58918.2883434769,56459.9796774487,67486.8834726896,54308.7305851499,56185.5930471704
255,58918.2883434769,56453.9474040642,67485.080652948,54323.8875118554,56181.9567979734
256,58910.2371114866,56444.0655929837,67484.068866784,54301.7398157244,56193.5129758439
257,58924.3815372437,56455.5461831673,67480.9782517724,54317.0568314974,56185.6142817261
258,58924.8514107911,56448.4626274338,67480.9782517724,54295.2049907521,56092.7387843755
259,58924.8514107911,56434.7661530676,67480.9782517724,54290.6787697066,56074.9218376474
260,58870.8201273263,56426.7653189525,67483.25227068,54288.3004827917,56082.0750079878
261,58867.2044624341,56419.9424637002,67493.7185267034,54288.1938759755,56116.6332686581
262,58902.0931139114,56408.8284587943,67493.7185267034,54255.5299249827,56111.9242329104
263,58902.0931139114,56425.6366633002,67493.0416230271,54252.4982172585,56091.1368098452
264,58902.0931139114,56424.5410189903,67495.5552017026,54146.6448535594,56094.1814470769
265,58780.8466898854,56419.6275415768,67491.5333462486,54141.8089968232,56100.3544603141
266,58780.819654927,56419.0479910955,67489.6682689102,54131.7845844882,56084.3388346772
267,58780.819654927,56423.5461855913,67489.3132921886,54126.8615916726,56076.3830236176
268,58764.6713035369,56336.9211381794,67484.7784045209,54121.1787933453,56077.1163408202
269,58764.1666623078,56334.7485026717,67482.1081471909,54119.7331788846,56038.2129273997
270,58762.5373538252,56202.8672059135,67482.1081471909,54114.9140869099,56038.2129273997
271,58761.6284065818,56202.8000810729,67480.9318554025,54114.5426058649,56022.9173678068
272,58750.3353946282,56200.2355003945,67478.8709098561,54102.2479764221,55952.0116088331
273,58752.07240012,56200.2355003945,67477.8298347192,54116.1682762373,55949.9589168884
274,58751.9893919354,56192.1080558826,67477.8298347192,54143.9464212481,55947.3176471845
275,58752.8026938215,56106.2547341627,67481.0360830758,54163.2479146758,55946.7646445599
276,58752.6064482786,56084.0935133695,67479.7628737641,54163.6018950641,55985.9218908461
277,58742.6345372553,56084.0935133695,67479.7628737641,54151.4717251784,55999.684508048
278,58734.5611537912,56082.9823222346,67478.3954267274,54148.8935636996,56110.2513652793
279,58721.742254731,56086.4600557842,67472.7292019963,54147.2014586127,56104.2037890354
280,58720.9248768497,56084.8054805365,67474.8179576235,54144.315356541,56104.2037890354
281,58714.4850993489,56073.8043498002,67473.4623798077,54142.8624527908,56097.5189354389
282,58665.984885485,56073.0342496904,67475.573998995,54151.8839667126,55991.1864003877
283,58667.9042886279,56073.0342496904,67481.483513595,54151.8141823963,55988.9557966646
284,58667.9042886279,56064.8204664106,67481.1265945814,54152.3409675271,55960.5347758465
285,58667.9042886279,56061.0413179405,67481.1265945814,54152.681228035,55955.8976532112
286,58667.0329409724,56061.0413179405,67481.1265945814,54150.7554161563,55955.8976532112
287,58685.5900767525,56061.0413179405,67476.8911633997,54150.7554161563,55961.2028380961
288,58685.5900767525,56061.0413179405,67473.240993619,54149.2800453744,55968.6412207649
289,58685.5900767525,56061.0413179405,67470.7912843533,54143.0083112547,55955.5928761765
290,58681.8663053174,56052.612500733,67554.2843450932,54152.7453430752,55956.8804374416
291,58681.6650369251,56051.7977734124,67531.7062823129,54152.0557507351,55963.1010165117
292,58680.7635129981,56051.8544349729,67529.7196551608,54147.424778838,55963.1010165117
293,58687.213254714,55973.4275640199,67464.0903241113,54123.4888666051,55936.7741117513
294,58687.213254714,55977.4071941023,67454.4249699326,54104.9316377866,55960.109790477
295,58683.6092823986,55974.8787920286,67527.412633711,54127.9120774388,55944.8218709515
296,58683.6092823986,55974.0873631812,67525.1576771126,54121.8998036406,55943.535042045
297,58701.3640944401,55967.6854697474,67525.5622500945,54123.3034011828,55940.6752300469
298,58700.4612834557,55986.7552207134,67517.6171466991,54123.7093691028,55956.8826465057
299,58700.2754749892,55975.4296494385,67516.9035866267,54104.3289118571,55956.3441696406
300,58630.5969630945,55967.0402508845,67507.5624585099,54110.6751493049,55910.5835947824
301,58613.0547281203,55966.4699371443,67523.5237306957,54130.1606015845,55888.5096086355
302,58613.0547281203,55959.4606368522,67522.8354595421,54088.0194943805,55899.5141117342
303,58609.000995906,55955.0152404831,67522.8354595421,54077.075550656,55882.0603510719
304,58609.000995906,55955.0152404831,67500.9068060608,54062.0724365251,55854.9410163904
305,58602.9374221411,55955.0152404831,67500.8635576014,54066.6282535115,55854.0242980554
306,58602.9374221411,55950.388700807,67494.6059713729,54061.0741151571,55858.5697055163
307,58602.9374221411,55949.8608975238,67494.6059713729,54063.9772771477,55856.9384811025
308,58597.4830851511,55936.9931929114,67489.6364850779,54062.718100952,55853.9762024585
309,58597.4830851511,55936.9931929114,67496.439949945,54079.0836790486,55857.4571751971
310,58596.959305973,55937.1072390896,67494.4985908221,54079.1100633374,55865.7762333316
311,58588.6980963506,55934.7138037301,67515.5043833559,54079.2848940779,55865.7762333316
312,58582.0014144306,55927.7162336375,67510.7675838253,54074.0407850226,55855.1414888748
313,58582.0014144306,55927.7162336375,67509.4241578194,54064.45343443,55855.1414888748
314,58581.8518473462,55927.7162336375,67503.6037130573,54060.5162877354,55855.1414888748
315,58606.1904563134,55927.7162336375,67465.0786137338,54055.122557367,55853.9123912298
316,58617.2783995835,55927.6948559437,67465.0786137338,54055.122557367,55852.9101721896
317,58517.5145682778,55927.6948559437,67465.0786137338,54055.122557367,55850.6669267496
318,58517.5145682778,55922.1488761111,67459.8493777105,54036.4027593831,55926.4653216579
319,58517.5145682778,55922.1488761111,67452.853497332,54035.1295280644,55922.9158695946
320,58517.5145682778,55917.6789470937,67449.4535877025,54035.1295280644,55920.3946344267
321,58516.2519514583,55917.4411748525,67446.0854864503,54032.3121476007,55954.6187389395
322,58510.4500176539,55917.3192423966,67446.0854864503,54029.637961144,55941.993013027
323,58506.3849519842,55916.7804636269,67444.5896360789,54026.6538709503,55948.3988519426
324,58498.8173352103,55992.8313713541,67444.5896360789,54032.746479746,55956.5217847952
325,58498.3741005024,56003.715130988,67444.5896360789,54027.5698442837,55956.4564495518
326,58493.0723186363,56009.0364257417,67444.9451680287,54037.2062983327,55956.4564495518
327,58493.0723186363,56009.0364257417,67447.928059422,54024.6050405156,55964.3718461639
328,58493.0723186363,56007.4089074339,67441.9087548145,54022.9712751603,55851.1095547512
329,58521.6401907193,56003.8042492032,67437.5738361853,54016.6053037771,55851.1095547512
330,58492.037544284,55997.5640883587,67437.5738361853,54014.4931825319,55851.1095547512
331,58492.037544284,55994.9742411883,67331.3998130522,54014.4931825319,55845.1602324448
332,58492.0105093256,56000.0129725622,67332.6112484167,53995.7851152668,55843.2399483807
333,58502.4014505197,55997.6249054501,67332.6112484167,53987.3969557046,55843.2399483807
334,58520.3968675083,56004.7499275474,67336.7839524181,53987.1400071632,55828.5169045986
335,58520.3968675083,56003.9982836822,67331.8927448676,53983.4444262775,55828.5169045986
336,58520.3968675083,55990.2356119651,67331.8927448676,53982.3219557059,55828.5169045986
337,58513.5878368469,55959.7471456136,67331.8927448676,53981.7586690071,55824.6205349461
338,58518.748921744,55954.2019589224,67331.8927448676,53979.8785185745,55819.3341058027
339,58518.4482867984,55930.6404095955,67331.8927448676,53976.62229973,55810.2148066543
340,58492.2521617313,55931.7054716999,67328.2209980397,53976.62229973,55810.1494714108
341,58492.2521617313,55937.7896691124,67333.5022369851,53975.6020180208,55818.9396775476
342,58487.2689852968,55937.5546036791,67327.1044703924,53974.5225137554,55818.4464294524
343,58487.2689852968,55919.2971890112,67325.0109273809,53970.5242190275,55818.8005308667
344,58487.2689852968,55890.6139321984,67325.0109273809,53972.5467986009,55815.4847956229
345,58487.2689852968,55906.2306112801,67322.5953285517,53965.1173623081,55786.2548552097
346,58485.362296842,55905.2383065578,67322.2740556162,53960.6046752068,55776.8652801873
347,58517.3416478699,55904.5077985061,67319.3583211393,53959.3741161714,55770.746620145
348,58431.8605670988,55904.1253257572,67296.941397595,53970.5433436477,55770.220728648
349,58434.1172792904,55901.1449917194,67290.7765824281,53964.0711443914,55767.7020290195
350,58432.5362474058,55901.132028059,67290.7765824281,53940.1658990146,55770.928343929
351,58432.5362474058,55897.4904462691,67299.8257797839,53936.5138298314,55773.3215406565
352,58448.8689825512,55897.646000988,67326.0522665709,53925.7740278058,55777.6993463593
353,58165.1048259558,55896.1156649715,67324.0417157183,53924.4152873735,55772.678941364196
354,58165.2797751158,55896.1156649715,67324.0417157183,53933.2217070467,55772.3008336792
355,58201.114500114,55895.2966662122,67334.1598300414,53929.1698527116,55765.0513921097
356,58201.114500114,55893.0783165878,67331.1292782489,53921.8190576226,55727.0314085484
357,58191.5281684753,55901.6140378736,67331.8523365194,53921.7088213945,55734.6237156331
358,58190.3748645788,55901.6140378736,67327.1520415329,53937.4741285516,55736.2848547275
359,58174.0111845515,55887.0518073329,67318.3856698357,53937.4741285516,55740.2457787303
360,58174.0111845515,55886.7867940692,67319.0183613287,53937.4741285516,55725.4318833597
361,58174.0111845515,55900.8052267739,67318.4856305846,53922.3794037075,55726.8193504774
362,58174.0111845515,55900.7620778064,67318.3644560823,53922.3794037075,55723.1633303774
363,58174.0111845515,55897.0861723919,67318.3644560823,53921.0242397005,55724.953087529
364,58173.9100886017,55922.2622863315,67318.3644560823,53922.4957213598,55724.540767854
365,58173.9100886017,55925.495504331,67306.3944439908,53921.7411277118,55729.4738148906
366,58173.9100886017,55922.1429382063,67305.9940051582,53915.9669722408,55742.0883006914
367,58161.6665388891,55918.4791206159,67304.2550549034,53937.7246822766,55729.4968436512
368,58160.9644462512,55919.0088462832,67304.1755494099,53928.0501460679,55739.9332414647
369,58159.8834792767,55926.9797318395,67304.1755494099,53929.8160546117,55730.6956937374
370,58159.8834792767,55926.552526666,67304.1637729118,53929.743887838,55730.6956937374
371,58154.3489921049,55926.1497530756,67302.7699205521,53929.743887838,55717.8304449761
372,58148.401077468,55924.4971913446,67307.3694200688,53924.072580501,55714.2048598241
373,58148.401077468,55924.4971913446,67306.2405749489,53926.3487503036,55711.9391883483
374,58147.0266128799,55898.0823483506,67305.4539921008,53926.8593344638,55709.4014730059
375,58315.6158256569,55898.0823483506,67304.4957803905,53925.3733439045,55655.61718629
376,58315.6158256569,55898.0823483506,67310.0848685155,53921.759931052,55652.930049222
377,58315.6158256569,55898.853562747,67306.8794542453,53916.3800755663,55649.0137093609
378,58315.6158256569,55896.9177451447,67315.0321857318,53916.3800755663,55649.6436135055
379,58306.9340559668,55893.2020460049,67314.8816313929,53915.0590440138,55647.150293867
380,58306.9340559668,55891.5057816325,67314.4774186193,53893.7618248387,55643.3796591556
381,58306.9340559668,55892.6434464407,67313.1548910296,53892.9747030367,55651.943414201
382,58329.9077469876,55892.6434464407,67311.9008887059,53911.2320190955,55653.0546714881
383,58328.6108009469,55892.6434464407,67301.1769034196,53911.2320190955,55690.5871153275
384,58327.7227952955,55891.8600995115,67299.4385065343,53911.2320190955,55689.5925564271
385,58414.7604903258,55885.1516160097,67296.3949896091,53917.4557383566,55716.291846456
386,58413.6108418114,55885.1516160097,67295.0253871485,53922.0065104261,55705.3377654371
387,58413.6108418114,55874.3097618291,67295.0253871485,53922.0065104261,55675.7055361431
388,58413.6108418114,55874.3097618291,67295.0253871485,53921.3206116499,55676.9498790728
389,58413.6108418114,55874.3097618291,67293.2235455181,53922.5466486575,55660.3286936765
390,58394.2128623941,55872.0630191753,67292.4426936286,53921.4183366427,55658.6021422441
391,58394.2128623941,55872.0630191753,67294.9563997121,53921.8775351083,55658.6021422441
392,58393.748899442,55869.0565352911,67294.9563997121,53921.8775351083,55711.0895785789
393,58492.0924074671,55867.3321429026,67294.9563997121,53928.4938983131,55674.5672178275
394,58492.0924074671,55867.3321429026,67294.9563997121,53924.2999640916,55661.4452501336
395,58491.6066967922,55867.3321429026,67294.4265615985,53924.2999640916,55655.2143840246
396,58491.2414486923,55867.3321429026,67294.4265615985,53909.8236088767,55654.4543786549
397,58494.3250896228,55868.6062925057,67288.5559693953,53909.8236088767,55616.0653906241
398,58496.9995483406,55868.6062925057,67288.2141113101,53907.7079684126,55616.0653906241
399,58496.9995483406,55868.6062925057,67287.9576895038,53905.8661464142,55608.7120028998
400,58496.9995483406,55868.6062925057,67286.8826147231,53909.623520849,55588.7440592603
401,58496.9995483406,55867.6069706854,67281.01202252,53909.623520849,55588.4831163808
402,58496.9995483406,55865.2966187831,67280.3986752683,53909.623520849,55578.8702085527
403,58488.4634431309,55865.2966187831,67283.7481491662,53897.0541443445,55578.5084556074
404,58487.927311663,55850.0801916741,67284.4273393779,53896.6894799809,55578.5084556074
405,58487.927311663,55851.8325138709,67285.5862659057,53896.6894799809,55574.2485280484
406,58487.927311663,55847.8739660764,67285.5862659057,53894.2539752595,55608.8609062384
