Column_1,SEC,Column_3,Column_4,Column_5,Column_6,Column_7,GA,Column_9,Column_10,Column_11,Column_12,Column_13,MGA,Column_15,Column_16,Column_17,Column_18,Column_19
Time(min),3  Sum SEC,3  Vote SEC,5  Sum SEC,5  Vote SEC,7  Sum SEC,7  Vote SEC,3  Sum GA,3  Vote GA,5  Sum GA,5  Vote GA,7  Sum GA,7  Vote GA,3  Sum MGA,3  Vote  MGA,5  Sum MGA,5  Vote MGA,7  Sum MGA,7  Vote MGA
79,395,397,395,396.566666666666,396.466666666666,399.8,395,397,392.2,392.2,391.666666666666,388.333333333333,389.8,391,389.533333333333,388.5,389.933333333333,387.833333333333
80,395,397,395,396.566666666666,396.433333333333,399.8,395,397,392.133333333333,392.2,391.666666666666,388.3,389.8,391,389.433333333333,388.5,389.9,387.8
81,395,397,395,396.566666666666,396.433333333333,399.466666666666,395,397,392.133333333333,392.2,391.666666666666,388.3,389.733333333333,391,389.433333333333,388.5,389.9,387.8
82,395,397,395,396.566666666666,396.433333333333,399.466666666666,395,397,392.133333333333,392.2,391.666666666666,388.3,389.7,390.966666666666,389.433333333333,388.466666666666,389.9,387.7
83,395,397,395,396.566666666666,396.433333333333,399.466666666666,395,397,392.133333333333,392.2,391.666666666666,388.3,389.7,390.966666666666,389.433333333333,388.466666666666,389.9,387.633333333333
84,395,397,395,396.5,396.433333333333,399.466666666666,395,397,392.133333333333,392.2,391.666666666666,388.233333333333,389.633333333333,390.933333333333,389.4,388.433333333333,389.866666666666,387.6
85,395,397,395,396.366666666666,396.433333333333,399.333333333333,395,397,392.133333333333,392.2,391.666666666666,388.233333333333,389.6,390.933333333333,389.366666666666,388.4,389.8,387.6
86,395,397,395,396.366666666666,396.4,399.333333333333,395,397,392.133333333333,392.166666666666,391.666666666666,388.2,389.6,390.833333333333,389.333333333333,388.366666666666,389.8,387.566666666666
87,395,397,395,396.366666666666,396.333333333333,399.333333333333,395,397,392.133333333333,392.166666666666,391.666666666666,388.2,389.566666666666,390.8,389.266666666666,388.366666666666,389.8,387.566666666666
88,395,397,394.933333333333,396.333333333333,396.333333333333,399.333333333333,395,397,392.133333333333,392.166666666666,391.666666666666,388.2,389.566666666666,390.8,389.266666666666,388.366666666666,389.766666666666,387.533333333333
89,395,397,394.933333333333,396.333333333333,396.333333333333,399.333333333333,395,397,392.133333333333,392.133333333333,391.666666666666,388.2,389.566666666666,390.733333333333,389.266666666666,388.333333333333,389.766666666666,387.5
90,395,397,394.933333333333,396.333333333333,396.333333333333,399.333333333333,395,397,392.133333333333,392.133333333333,391.666666666666,388.2,389.533333333333,390.7,389.266666666666,388.3,389.766666666666,387.5
91,395,397,394.9,396.333333333333,396.333333333333,399.333333333333,395,397,392.133333333333,392.133333333333,391.666666666666,388.2,389.466666666666,390.7,389.266666666666,388.233333333333,389.733333333333,387.5
92,395,397,394.766666666666,396.333333333333,396.333333333333,399.3,395,397,392.133333333333,392.133333333333,391.666666666666,388.2,389.466666666666,390.7,389.233333333333,388.166666666666,389.666666666666,387.5
93,395,397,394.766666666666,396.333333333333,396.333333333333,399.3,395,397,392.133333333333,392.133333333333,391.666666666666,388.2,389.433333333333,390.633333333333,389.166666666666,388.066666666666,389.633333333333,387.466666666666
94,395,397,394.766666666666,396.333333333333,396.333333333333,399.3,395,397,392.133333333333,392.133333333333,391.666666666666,388.2,389.433333333333,390.633333333333,389.166666666666,388.066666666666,389.633333333333,387.466666666666
95,395,397,394.766666666666,396.333333333333,396.333333333333,399.033333333333,395,397,392.133333333333,392.133333333333,391.666666666666,388.2,389.433333333333,390.633333333333,389.1,388.066666666666,389.633333333333,387.466666666666
96,395,397,394.766666666666,396.333333333333,396.333333333333,399.033333333333,395,397,392.133333333333,392.133333333333,391.666666666666,388.2,389.4,390.633333333333,389.1,388,389.633333333333,387.366666666666
97,395,397,394.766666666666,396.333333333333,396.333333333333,399,395,397,392.133333333333,392.133333333333,391.666666666666,388.166666666666,389.4,390.633333333333,389.1,388,389.6,387.366666666666
98,395,397,394.766666666666,396.333333333333,396.333333333333,399,395,397,392.133333333333,392.133333333333,391.666666666666,388.166666666666,389.4,390.6,389.033333333333,388,389.6,387.366666666666
99,395,397,394.766666666666,396.333333333333,396.333333333333,399,395,397,392.133333333333,392.133333333333,391.666666666666,388.166666666666,389.4,390.6,388.933333333333,388,389.566666666666,387.366666666666
100,395,397,394.766666666666,396.333333333333,396.333333333333,399,395,397,392.133333333333,392.133333333333,391.666666666666,388.166666666666,389.366666666666,390.6,388.933333333333,387.966666666666,389.566666666666,387.333333333333
