Time(min),GP,S 5 5,V 5 5,S 20 20,V 20 20
33,572.433333333333,513.866666666666,680,528,720.7
34,568.8,511.833333333333,679.366666666666,525.666666666666,717.033333333333
35,566.033333333333,511.1,677.2,522.833333333333,713.666666666666
36,564.333333333333,509.833333333333,676.166666666666,519.9,712.333333333333
37,563.566666666666,509.266666666666,675.6,518.666666666666,709.433333333333
38,561.133333333333,508.2,674.333333333333,516.066666666666,704.1
39,559.066666666666,507.933333333333,672.533333333333,513.166666666666,699.8
40,557.233333333333,507.433333333333,671.5,512.733333333333,696.7
41,555.366666666666,506.866666666666,667.5,512,694.9
42,554.233333333333,505.766666666666,665.7,510.833333333333,690.433333333333
43,552.7,505.3,664.7,510.233333333333,688.6
44,552.1,504.733333333333,664.133333333333,508.166666666666,681.933333333333
45,550.633333333333,504.433333333333,663.833333333333,505.666666666666,678
46,548.666666666666,503.966666666666,663.3,503.9,675.033333333333
47,548.2,503.433333333333,662.5,502.566666666666,670.4
48,546.966666666666,503.1,661.033333333333,501.466666666666,668.233333333333
49,545,502.266666666666,656.1,501.4,664.933333333333
50,542.966666666666,501.733333333333,654.733333333333,501.266666666666,660.833333333333
51,541.566666666666,501.6,654,500,655.9
52,540.766666666666,500.766666666666,652.5,498.066666666666,654.2
53,540.166666666666,500.233333333333,650.833333333333,497.166666666666,650.933333333333
54,539.433333333333,500.066666666666,649.1,496.266666666666,643.333333333333
55,536.766666666666,498.866666666666,647.866666666666,493,642.966666666666
56,536.166666666666,498.166666666666,647.2,491.466666666666,641.133333333333
57,534.266666666666,497.6,646.2,489.933333333333,638.266666666666
58,532.4,497.433333333333,645,488.866666666666,634.833333333333
59,529.8,497.333333333333,644.533333333333,487.133333333333,634
60,528.2,497.166666666666,642.2,486.966666666666,632.933333333333
61,527.866666666666,497,639.8,485.733333333333,625.866666666666
62,526.933333333333,496.766666666666,637.933333333333,484.666666666666,624.966666666666
63,525.866666666666,496.6,636.866666666666,482.566666666666,621
64,525.733333333333,495.9,635.8,480.666666666666,619.733333333333
65,524.7,495.433333333333,634.866666666666,479.666666666666,618.333333333333
66,522.433333333333,495.233333333333,634.066666666666,479.4,616.233333333333
67,522.1,494.866666666666,632.8,479.2,613.4
68,521.433333333333,494.833333333333,631.6,478.3,609.833333333333
69,519.133333333333,494.666666666666,629.1,477.6,607.6
70,519.033333333333,494.366666666666,628.266666666666,476.466666666666,604.866666666666
71,517.9,494,627.833333333333,475.9,602.233333333333
72,515.733333333333,493.766666666666,626.633333333333,475.066666666666,601.933333333333
73,515.4,493.633333333333,624.366666666666,474,598.633333333333
74,515,493.433333333333,624.2,471.733333333333,595.4
75,512.2,492.9,621.8,471,592.433333333333
76,511.366666666666,492.733333333333,621.1,470.066666666666,588.933333333333
77,510.7,492.2,620.8,469.633333333333,586.5
78,509.866666666666,491.966666666666,620.6,469.166666666666,586.166666666666
79,509.533333333333,491.5,620.233333333333,468.8,585.1
80,507.8,491.233333333333,619.333333333333,468.233333333333,583.333333333333
81,507.233333333333,491.3,619.166666666666,467.6,580.6
82,506.766666666666,491.066666666666,618,466.8,579.8
83,506.033333333333,490.7,617.733333333333,465.066666666666,577.966666666666
84,505.366666666666,490.566666666666,617.366666666666,464.7,577.4
85,504.766666666666,490.466666666666,616.833333333333,464.166666666666,575.9
86,503.8,490.366666666666,616.233333333333,464.166666666666,573.8
87,503.533333333333,490.3,615.533333333333,463.666666666666,573.5
88,502.866666666666,490.233333333333,614.733333333333,463.166666666666,570.633333333333
89,502.633333333333,490.233333333333,614.033333333333,462.7,568.233333333333
90,502.4,490.2,612.866666666666,462.366666666666,566.966666666666
91,501.6,490.066666666666,611.8,461.333333333333,565.9
92,501.433333333333,489.966666666666,611.666666666666,460.333333333333,565.033333333333
93,501.266666666666,489.966666666666,611.5,459.666666666666,563.733333333333
94,501.166666666666,489.9,611,459.1,562.066666666666
95,500.933333333333,489.833333333333,610,459,561.033333333333
96,500.1,489.5,610,458.1,559.333333333333
97,499.666666666666,489.066666666666,609.533333333333,457.366666666666,557.766666666666
98,499.5,488.966666666666,609.266666666666,456.433333333333,555.233333333333
99,499,488.933333333333,608.966666666666,455.966666666666,553.266666666666
100,498.666666666666,487.466666666666,608.966666666666,455.866666666666,552.066666666666
101,498.233333333333,487.433333333333,608.766666666666,455.666666666666,551.266666666666
102,497.733333333333,487.3,608.533333333333,455.666666666666,549.933333333333
103,497.466666666666,487.133333333333,608.466666666666,455.1,548.266666666666
104,497.433333333333,486.633333333333,607.466666666666,454.433333333333,547.566666666666
105,497.3,486.633333333333,607.433333333333,454.266666666666,547.066666666666
106,496.933333333333,486.433333333333,607.066666666666,454.066666666666,546.2
107,496.7,483.466666666666,606.3,453.6,546.033333333333
108,496.466666666666,483.3,603.966666666666,453.533333333333,545.3
109,496.066666666666,483.233333333333,602.766666666666,453.233333333333,542.766666666666
110,495.966666666666,483.2,602.033333333333,452.933333333333,542.033333333333
111,495.666666666666,482.666666666666,601.766666666666,452.533333333333,540.766666666666
112,495.533333333333,482.266666666666,601.533333333333,452.6,540
113,495.466666666666,482.2,601.5,451.633333333333,538.266666666666
114,495.2,482.166666666666,601.333333333333,450.733333333333,537.633333333333
115,495.2,481.866666666666,601.266666666666,450.433333333333,536.2
116,494.866666666666,481.5,600.366666666666,450.4,535.933333333333
117,494.466666666666,481.333333333333,600.2,450.233333333333,535.366666666666
118,494.266666666666,481.033333333333,599.766666666666,450.033333333333,534.4
119,494.166666666666,480.9,599.1,449.166666666666,532.133333333333
120,494.133333333333,480.833333333333,598.033333333333,448.666666666666,531.533333333333
121,493.533333333333,478.766666666666,597.166666666666,448.566666666666,530.9
122,493.3,478.766666666666,596.766666666666,448.1,529.066666666666
123,492.9,478.366666666666,596.633333333333,447.766666666666,528.066666666666
124,492.766666666666,478.066666666666,596.5,447.766666666666,526.933333333333
125,492.466666666666,477.866666666666,596.333333333333,446.633333333333,525.933333333333
126,492.2,477.7,596.233333333333,446.466666666666,525.366666666666
127,492.166666666666,477.666666666666,596.133333333333,446.166666666666,523.5
128,492.166666666666,477.633333333333,594.5,445.7,522.3
129,491.533333333333,477.566666666666,594.033333333333,445.4,521.866666666666
130,491.366666666666,477.333333333333,593.9,445.133333333333,521.766666666666
131,491.166666666666,477.1,593.3,444.933333333333,521.166666666666
132,491.133333333333,477,592.633333333333,444.9,521.033333333333
133,491.066666666666,476.633333333333,592.166666666666,444.933333333333,520.233333333333
134,491.066666666666,476.633333333333,591.833333333333,444.733333333333,520.133333333333
135,490.833333333333,476.233333333333,591.6,444.333333333333,519.566666666666
136,490.7,476.066666666666,591.466666666666,444,518.933333333333
137,490.566666666666,475.7,591.433333333333,443.366666666666,518.633333333333
138,490.4,475.633333333333,591.2,443,517.8
139,490.366666666666,475.6,590.033333333333,442.366666666666,517.233333333333
140,490.233333333333,475.566666666666,589.833333333333,442.366666666666,516.466666666666
141,489.833333333333,475.2,589.766666666666,442.3,516.233333333333
142,489.666666666666,475.2,588.9,442.233333333333,516.066666666666
143,489.466666666666,475.2,588.8,441.966666666666,515.866666666666
144,489.433333333333,473.8,588.6,441.8,515.766666666666
145,489,473.7,588.366666666666,441.533333333333,515.666666666666
146,488.866666666666,473.033333333333,588.266666666666,441.5,515
147,488.233333333333,472.233333333333,588,441.4,514.366666666666
148,487.966666666666,472.166666666666,587.933333333333,441.133333333333,514
149,487.966666666666,472.166666666666,587.766666666666,440.966666666666,513.8
150,487.8,471.133333333333,587.766666666666,440.7,513.8
151,487.8,470.866666666666,587.566666666666,440.433333333333,513.533333333333
152,487.666666666666,470.7,587.533333333333,440.133333333333,513.2
153,487.666666666666,469.4,587.466666666666,440.033333333333,512.466666666666
154,487.466666666666,468.966666666666,587.4,439.833333333333,511.566666666666
155,487.033333333333,468.933333333333,587.3,439.566666666666,511.566666666666
156,487,468.433333333333,587.266666666666,439.533333333333,511.266666666666
157,486.833333333333,468.133333333333,587.233333333333,439.4,511.233333333333
158,486.233333333333,467.633333333333,586.933333333333,439.133333333333,510.666666666666
159,486.133333333333,467.233333333333,586.866666666666,439.066666666666,510.533333333333
160,486.1,467,586.833333333333,438.733333333333,510
161,486.033333333333,466.933333333333,586.8,438.6,509.6
162,485.766666666666,466.333333333333,586.766666666666,438.333333333333,509.566666666666
163,485.666666666666,466.3,586.733333333333,438.066666666666,509.466666666666
164,485.633333333333,466.166666666666,586.633333333333,438.033333333333,509.233333333333
165,485.633333333333,465.933333333333,586.633333333333,437.566666666666,508.966666666666
166,485.3,465.833333333333,586.333333333333,437.533333333333,508.7
167,485.2,465.833333333333,585.866666666666,437.433333333333,508.6
168,485.066666666666,465.2,585.766666666666,437.333333333333,508.2
169,485.066666666666,465.133333333333,585.533333333333,437.2,508.066666666666
170,484.6,464.933333333333,585.533333333333,437.133333333333,507.733333333333
171,484.433333333333,464.8,585.5,436.533333333333,507.666666666666
172,484.433333333333,464.666666666666,585.4,436.466666666666,507.5
173,484.433333333333,464.466666666666,585.266666666666,436.466666666666,507.2
174,484.266666666666,464.466666666666,585.2,436.466666666666,506.566666666666
175,484.1,464.466666666666,585.2,436.1,506.133333333333
176,484,464.466666666666,585.066666666666,435.833333333333,505.866666666666
177,484,464.466666666666,584.966666666666,435.733333333333,505.6
178,483.966666666666,464.4,584.833333333333,435.533333333333,505.5
179,483.833333333333,464.3,584.8,435.366666666666,505.333333333333
180,483.5,464.233333333333,584.8,435.2,505.266666666666
181,483.5,464.166666666666,584.6,435.2,505.2
182,483.3,464.1,584.6,435.166666666666,504.733333333333
183,483.266666666666,464.066666666666,584.6,434.933333333333,504.333333333333
184,483.266666666666,463.966666666666,584.533333333333,434.9,503
185,483.266666666666,463.966666666666,584.533333333333,434.9,502.266666666666
186,483.133333333333,463.766666666666,584.533333333333,434.8,501.633333333333
187,482.966666666666,463.766666666666,584.4,434.7,501.5
188,482.766666666666,463.766666666666,584.4,434.5,501.433333333333
189,482.7,463.766666666666,584.2,434.333333333333,501.133333333333
190,482.666666666666,463.533333333333,584.166666666666,434.3,500.933333333333
191,482.666666666666,463.433333333333,583.966666666666,434,500.8
192,482.433333333333,463.266666666666,583.9,434,500.633333333333
193,482.333333333333,463.233333333333,583.833333333333,433.8,500.466666666666
194,482.233333333333,463.2,583.833333333333,433.766666666666,500.233333333333
195,482.2,463.2,582.8,433.766666666666,500.2
196,482.1,463.2,581.533333333333,433.733333333333,499.933333333333
197,482.1,463.2,581.033333333333,433.5,499.866666666666
198,482,463.2,580.766666666666,433.5,499.833333333333
199,481.966666666666,463.2,580.6,433.366666666666,499.733333333333
200,481.966666666666,463.133333333333,580.266666666666,433.333333333333,499.4
201,481.933333333333,463.133333333333,580.266666666666,433.233333333333,499.333333333333
202,481.866666666666,463.1,580.233333333333,433.2,499.3
203,481.866666666666,462.9,579.933333333333,432.9,499.1
204,481.866666666666,462.9,579.8,432.833333333333,499.1
205,481.766666666666,462.8,579.733333333333,432.633333333333,498.9
206,481.6,462.766666666666,579.7,432.6,498.633333333333
207,481.533333333333,462.6,579.7,432.533333333333,498.5
208,481.133333333333,462.5,579.7,432.533333333333,498.466666666666
209,481.133333333333,462.466666666666,579.7,432.266666666666,498.333333333333
210,481.066666666666,462.466666666666,579.7,432.2,498.3
211,481.066666666666,462.433333333333,579.7,432.166666666666,497.5
212,481.066666666666,462.333333333333,579.566666666666,432.1,497.466666666666
213,481.066666666666,462.233333333333,579.566666666666,431.866666666666,497.366666666666
214,480.733333333333,462.166666666666,579.5,431.833333333333,497.166666666666
215,480.666666666666,462.166666666666,579.466666666666,431.8,496.433333333333
216,480.633333333333,462.1,579.466666666666,431.666666666666,496.1
217,480.633333333333,462.033333333333,579.333333333333,431.366666666666,496.1
218,480.533333333333,461.933333333333,579.133333333333,430.966666666666,494.6
219,477.766666666666,461.866666666666,579.1,430.8,494.566666666666
220,477.233333333333,461.666666666666,579.1,430.6,494.566666666666
221,477.133333333333,461.633333333333,579.066666666666,430.533333333333,494.5
222,477.133333333333,461.533333333333,579.066666666666,430.5,494.2
223,477.033333333333,461.466666666666,579.033333333333,430.4,494
224,477.033333333333,461.233333333333,579.033333333333,430.366666666666,493.933333333333
225,477,461.2,579.033333333333,430.166666666666,493.7
226,477,461.066666666666,579.033333333333,430.166666666666,493.466666666666
227,476.733333333333,461.066666666666,579.033333333333,429.833333333333,493.2
228,476.7,461.066666666666,579.033333333333,429.833333333333,492.466666666666
229,476.7,460.966666666666,579,429.833333333333,492.4
230,476.666666666666,460.933333333333,578.933333333333,429.8,492.233333333333
231,476.633333333333,460.933333333333,578.933333333333,429.8,492.233333333333
232,476.633333333333,460.866666666666,578.933333333333,429.766666666666,492.1
233,476.566666666666,460.866666666666,578.866666666666,429.7,491.866666666666
234,476.566666666666,460.866666666666,578.866666666666,429.633333333333,491.566666666666
235,476.4,460.8,578.833333333333,429.633333333333,491.3
236,476.4,460.666666666666,578.733333333333,429.633333333333,491.066666666666
237,476.333333333333,460.666666666666,578.733333333333,429.633333333333,490.9
238,476.1,460.633333333333,578.733333333333,429.333333333333,490.5
239,476.1,460.6,578.733333333333,429.3,490.366666666666
240,476.1,460.5,578.733333333333,429.3,490.233333333333
241,476.066666666666,460.466666666666,578.633333333333,429.266666666666,490.133333333333
242,476.033333333333,460.433333333333,578.6,429.266666666666,489.633333333333
243,475.966666666666,460.3,578.6,429.233333333333,489.333333333333
244,475.966666666666,460.266666666666,578.566666666666,429.233333333333,489.233333333333
245,475.933333333333,460.266666666666,578.566666666666,429.133333333333,488.8
246,475.933333333333,460.233333333333,578.533333333333,429.133333333333,488.2
247,475.833333333333,460.2,578.533333333333,429.066666666666,488.166666666666
248,475.666666666666,460.2,578.433333333333,429.033333333333,487.966666666666
249,475.633333333333,460.1,578.4,429.033333333333,487.866666666666
250,475.633333333333,460.1,578.4,428.633333333333,487.766666666666
251,475.633333333333,460.033333333333,578.366666666666,428.533333333333,487.6
252,475.6,460,578.233333333333,428.433333333333,487.333333333333
253,475.6,459.833333333333,578.1,428.366666666666,487.033333333333
254,475.6,459.866666666666,578.1,428.2,487.033333333333
255,475.6,459.866666666666,578.066666666666,428.066666666666,486.966666666666
256,475.566666666666,459.866666666666,578.033333333333,428.066666666666,486.833333333333
257,475.466666666666,459.833333333333,578,427.933333333333,486.8
258,475.433333333333,459.633333333333,578,427.733333333333,486.766666666666
259,475.433333333333,459.633333333333,578,427.633333333333,486.733333333333
260,475.433333333333,459.533333333333,577.966666666666,427.633333333333,486.433333333333
261,475.433333333333,459.533333333333,577.866666666666,427.633333333333,486.133333333333
262,475.4,459.4,577.866666666666,427.533333333333,486.133333333333
263,475.4,459.366666666666,577.8,427.466666666666,486.1
