Column_1,SEC,Column_3,Column_4,Column_5,Column_6,Column_7,GA,Column_9,Column_10,Column_11,Column_12,Column_13,MGA,Column_15,Column_16,Column_17,Column_18,Column_19
Time(min),3  Sum SEC,3  Vote SEC,5  Sum SEC,5  Vote SEC,7  Sum SEC,7  Vote SEC,3  Sum GA,3  Vote GA,5  Sum GA,5  Vote GA,7  Sum GA,7  Vote GA,3  Sum MGA,3  Vote  MGA,5  Sum MGA,5  Vote MGA,7  Sum MGA,7  Vote MGA
27,53628.8581234265,53830.6186415478,53473.0401442756,53181.2590133274,53532.4058070888,52920.8800590174,53260.4713729718,53830.6186415478,53328.1818735901,52928.6951526724,53251.1460360866,52804.7244107088,53139.089317368,53495.2167826156,53179.1362257709,52874.7115425998,53237.5996325973,52912.7096504547
28,53616.8552798663,53830.6186415478,53468.6661583747,53195.4100472416,53518.9241250301,52920.8800590174,53260.4713729718,53830.6186415478,53328.1818735901,52912.5017090343,53250.6783871448,52822.1919655478,53104.9182988321,53487.2955501804,53163.5822364971,52908.3168226994,53247.8498566984,52916.0673474634
29,53601.0043023271,53830.6186415478,53449.6841596208,53195.4100472416,53518.9241250301,52920.8800590174,53260.4713729718,53830.6186415478,53334.250547843,52911.7404564775,53244.1357321725,52823.7906944476,53109.8065492235,53463.8233578261,53146.658353127,52841.1309994977,53248.6936159885,52873.0117544289
30,53601.0043023271,53830.6186415478,53450.4371386833,53195.4100472416,53536.7910243812,52920.8800590174,53260.4713729718,53830.6186415478,53334.250547843,52907.2436082266,53238.7692549787,52823.6095714037,53104.4907178155,53449.2005211313,53162.6685942417,52800.4411770179,53241.7801426009,52806.0014656649
31,53599.09988536,53830.6186415478,53450.4371386833,53195.4100472416,53536.7910243812,52925.3687084392,53260.4713729718,53830.6186415478,53334.250547843,52907.2436082266,53236.0719813829,52835.4769943983,53102.8576078475,53445.6113861954,53157.9081088315,52845.4548047586,53221.3251526387,52752.6776298774
32,53598.4957010785,53830.6186415478,53450.4371386833,53195.4100472416,53536.7910243812,52895.6239328663,53260.4713729718,53830.6186415478,53334.250547843,52907.2436082266,53235.4867233965,52839.3199909552,53096.4696731156,53434.5787285584,53144.1432268944,52869.2206152484,53242.1628061519,52745.9794525558
33,53588.3273467285,53830.6186415478,53450.323005636,53195.4100472416,53508.8106305389,52895.6239328663,53260.4713729718,53830.6186415478,53334.250547843,52914.323394597,53227.0880360774,52786.5672998907,53095.8491666754,53426.4786308234,53112.4748288653,52844.3951281724,53237.5090467881,52736.903803375
34,53588.3273467285,53830.6186415478,53450.323005636,53195.4100472416,53492.8286562516,52944.1592871631,53260.4713729718,53830.6186415478,53334.250547843,52908.6256511906,53227.0880360774,52768.2529853175,53095.1817892655,53398.1611284457,53112.0579803871,52815.0271753874,53238.0328988711,52725.7716482834
35,53588.3273467285,53830.6186415478,53455.4737576206,53195.4100472416,53487.4659729278,52944.1592871631,53260.4713729718,53830.6186415478,53334.250547843,52908.6256511906,53239.1182212391,52792.9366778007,53096.077473527,53378.376142861,53116.1178692521,52854.5101330275,53238.7446086766,52748.7505383619
36,53571.8721849078,53830.6186415478,53460.4392437194,53195.4100472416,53487.4659729278,52944.1592871631,53260.4713729718,53830.6186415478,53334.250547843,52889.0659060266,53240.628633328,52782.1328074407,53080.7874236995,53376.1944538238,53111.719978252,52822.1238615429,53221.4690612653,52769.2945251715
37,53571.8721849078,53830.6186415478,53469.1695288495,53195.4100472416,53487.4659729278,52963.8130102345,53260.4713729718,53830.6186415478,53331.2335844336,52903.9679799167,53235.4798701267,52774.760178715,53084.2266911873,53375.740589216,53132.5550623207,52813.9709940228,53217.9458780539,52780.6435788813
38,53569.4335114161,53830.6186415478,53468.5653445679,53144.5625480255,53494.3659307658,52963.8130102345,53260.4713729718,53830.6186415478,53331.2335844336,52878.1514858511,53235.4798701267,52773.0069467989,53080.0048905424,53381.7940380042,53133.890299206,52779.351997716,53211.2334059327,52790.231676697
39,53564.5561644327,53830.6186415478,53468.5653445679,53177.7737763605,53493.9678597726,52963.8130102345,53260.4713729718,53830.6186415478,53328.2166210242,52884.3793359737,53235.4798701267,52765.5251023849,53069.1268388382,53372.5811647773,53122.6927859515,52775.4339217327,53225.7749152595,52806.0525589465
